Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source,y
E04930,O**** K*******,IT,C0090,Software Developer,Mid,High School,Office,Yes,8.0,2.0,0.0,41.0,No,Phone,Turkish,2024-06-11,2024-07-02,B**** K*******,Yes,CRM,1
E04931,M**** P*******,Quality,C0102,QA Specialist,Junior,Bachelor,Office,Yes,5.0,0.0,2.0,53.0,No,Email,English,2024-09-25,2024-10-16,D**** S*******,Yes,CRM,1
E04932,Z**** A*******,Marketing,C0552,Digital Marketing Executive,Junior,High School,Office,Yes,13.0,0.0,1.0,34.0,Yes,LinkedIn,Turkish,2024-08-10,2024-09-05,F**** O*******,Yes,LinkedIn,1
E04933,L**** O*******,PROCUREMENT,C047e,Strategic Buyer,Senior,Bachelor,Office,No,5.0,,1.0,,No,,English,2024-04-21,2024-03-24,E**** T*******,Yes,CRM,1
E04934,C**** Y*******,Quality,C0285,QA Technician,Junior,Bachelor,Office,Yes,3.0,1.0,2.0,29.0,No,Email,English,2024-02-10,2024-02-22,C**** D*******,Yes,Fair,1
E04935,C**** K*******,Sales,C0134,KEY ACCOUqT EXECUTIVE,Director,Bachelor,Office,,11.0,,,72.0,No,LinkedIn,Turkish,2024-09-29,2024-10-25,B**** K*******,Yes,CRM,1
E04936,S**** C*******,Quality,C0390,QA Specialist,Mid,Bachelor,Office,No,6.0,3.0,1.0,60.0,No,Email,Turkish,2024-05-16,2024-06-02,C**** D*******,Yes,CRM,1
E04937,A**** C*******,Engineering,C0344,Quality-by-Design Engineer,Mid,Bachelor,Remote,Yes,5.0,3.0,1.0,65.0,No,LinkedIn,Turkish,2024-01-30,2024-02-12,F**** O*******,Yes,LinkedIn,1
E04938,B**** A*******,Operations,C0118,Ops Coordinator,Mid,Bachelor,Office,Yes,3.0,2.0,1.0,50.0,No,Phgne,Turkish,2024-01-31,unknown,C**** D*******,YES,CRM,1
E04939,C**** A*******,Marketing,C0028,Digital Marketing Executive,Mid,Bachelor,Office,Yes,23.0,4.0,3.0,43.0,No,Email,Turkish,2024-07-13,2024-07-24,F**** O*******,Yes,LinkedIn,1
E04940,E**** A*******,Procurement,C0717,Procurement Manager,Senior,High School,Office,Yes,6.0,9.0,0.0,97.0,Yes,Email,Turkish,2024-01-08,2024-01-28,D**** S*******,Yes,LinkedIn,1
E04941,C**** K*******,Marketing,C0139,Growth Maketer,Director,Master,Office,Yes,17.0,9.0,5.0,70.0,No,Email,English,2024-09-17,2024-10-12,A**** Y*******,Yes,Fair,1
E04942,C**** C*******,Sales,C0324,Sales Executive,Mid,Bachelor,Office,No,9.0,6.0,5.0,93.0,Yes,Email,Turkish,2024-08-03,2024-09-02,B**** K*******,Yes,CRM,1
E04943,C**** K*******,Procurement,C0101,Procurement Manager,Senior,Master,Factory,Yes,3.0,5.0,1.0,86.0,Yes,Phone,English,2024-01-25,2024-02-15,A**** Y*******,Yes,LinkedIn,1
E04944,S**** Y*******,Management,C0728,Operations Manager,Senior,Bachelor,Field,No,3.0,9.0,2.0,71.0,Yes,Email,Turkish,2024-02-01,2024-02-12,D**** S*******,Yes,CRM,1
E04945,Z**** Y*******,Engineering,0146,Electrical Engineer,Director,Bachelor,Office,Yes,7.0,17.0,2.0,70.0,No,phone,,2024-04-17,2024-05-15,B**** K*******,Yes,CRM,1
E04946,O**** D*******,Sales,C0586,Key Account Executive,Junior,Master,Factory,Yes,8.0,2.0,5.0,70.0,Yes,Email,Turkish,2024-04-30,2024-05-25,G**** R*******,Yes,LinkedIn,1
E04947,E**** O*******,Operations,C0465,Ops Coordinator,Senior,Bachelor,Office,Yes,0.0,11.0,2.0,72.0,Yes,Email,Turkish,2024-05-30,2024-06-05,G**** R*******,Yes,CRM,0
E04948,C**** P*******,Management,C0165,Plant Manager,Director,High School,Office,Yes,8.0,8.0,2.0,100.0,Yes,Phone,English,2024-04-06,2024-04-20,D**** S*******,Yes,CRM,1
E04949,E**** A*******,Management,C0423,Plant Manager,Mid,Bachelor,Office,Yes,0.0,2.0,0.0,69.0,No,Phone,Turkish,2024-01-03,2024-01-21,A**** Y*******,Yes,Fair,0
E04950,B**** C*******,Engineering,C0475,Mechanical Engineer,Junior,Bachelor,Office,No,2.0,0.0,2.0,83.0,No,Phone,English,2024-05-14,2024-06-02,H**** N*******,Yes,CRM,1
E04951,Z**** P*******,Sales,C0412,Key Account Executive,Senior,Bachelor,Office,Yes,27.0,10.0,5.0,100.0,Yes,Phone,English,2024-09-17,2024-09-24,H**** N*******,Yes,CRM,1
E04952,A**** A*******,Operations,C0261,Data Centre Operator,Mid,Master,Office,Yes,4.0,5.0,1.0,46.0,No,Email,Turkish,2024-01-28,2024-02-05,F**** O*******,Yes,Webinar,1
E04953,E**** A*******,Engineering,C0447,Mechanical Engineer,Junior,Bachelor,Office,Yes,3.0,2.0,2.0,62.0,No,LinkedIn,English,2024-07-01,2024-07-15,C**** D*******,Yes,Fair,1
E04954,O**** Y*******,Management,C0449,Operatipns Manager,Junior,Bachelor,Remote,YES,0.0,1.0,0.0,63.0,No,LinkedIn,Turkish,2024-02-18,2024-03-07,C**** D*******,Yes,LinkedIn,0
E04955,Z**** Y*******,Quality,C0545,QA Specialist,Junior,Bachelor,Office,Yes,1.0,2.0,0.0,43.0,Yes,LinkedIn,Turkish,2024-03-03,2024-03-08,H**** N*******,Yes,CRM,1
E04956,C**** S*******,Marketing,C0633,Digital Marketing Executive,Junior,Bachelor,Office,Yes,23.0,0.0,5.0,53.0,No,Email,Turkish,2024-06-17,2024-07-08,E**** T*******,Yes,CRM,1
E04957,A**** Y*******,Management,C0448,Operations Director,Junior,Bachelor,Office,Yes,7.0,1.0,0.0,62.0,No,Phone,Turkish,2024-06-19,2024-06-29,B**** K*******,Yes,Webinar,1
E04958,A**** K*******,Markeing,C0015,Growth Marketer,Mid,Master,Field,Yes,16.0,3.0,4.0,38.0,No,Email,English,2024-05-17,2024-06-05,G**** R*******,Yes,LinkedIn,1
E04959,S**** K*******,Production,C0260,Plant Supervisor,Junior,Bachelor,Office,Yes,0.0,1.0,2.0,74.0,Yes,Phone,English,2024-06-02,2024-06-28,C**** D*******,Yes,CRM,0
E04960,M**** U*******,Management,C0338,Country Manager,Director,Bachelor,Factory,Yes,1.0,10.0,1.0,61.0,No,Email,English,2024-09-04,2024-09-12,D**** S*******,Yes,CRM,1
E04961,E**** O*******,Engineering,C0202,Mechanical Engineer,Junior,Bachelor,Field,Yes,4.0,0.0,2.0,57.0,No,LinkedIn,Turkish,2024-04-08,2024-04-28,C**** D*******,Yes,Webinar,1
E04962,B**** G*******,Procurement,C0177,Strategic Buyer,Mid,Bachelor,Office,No,0.0,4.0,0.0,71.0,Yes,Phone,Turkish,2024-07-25,2024-08-23,E**** T*******,Yes,CRM,0
E04963,K**** C*******,Procurement,C0084,Strategic Buyer,Director,Bachelor,Remote,Yes,0.0,7.0,1.0,79.0,No,Phone,Turkish,2024-03-14,2024-04-07,G**** R*******,Yes,LinkedIn,0
E04964,N**** K*******,Procurement,C0330,Strategic Buyer,Senior,Master,Office,Yes,6.0,7.0,0.0,60.0,Yes,Email,Turkish,2024-08-14,2024-09-05,B**** K*******,Yes,CRM,1
E04965,M**** P*******,Marketing,C0429,Growth Marketer,Mid,Bachelor,Office,No,25.0,6.0,1.0,75.0,No,LinkedIn,Turkish,2024-08-08,2024-08-23,B**** K*******,Yes,CRM,1
E04966,S**** A*******,Engineering,C0178,Mechanical Engineer,Mid,Master,Office,No,3.0,3.0,1.0,61.0,No,LinkedIn,Turkish,2024-03-17,2024-04-13,H**** N*******,Yes,CRM,1
E04967,L**** S*******,Quality,C0681,Quality Assurance Lead,Junior,Bachelor,Office,No,1.0,2.0,2.0,39.0,No,Email,Turkish,2024-02-01,2024-02-21,D**** S*******,Yes,Email Campaign,1
E04968,E**** O*******,Marketing,C0676,Growth Marketer,Senior,Bachelor,Office,No,8.0,6.0,2.0,67.0,No,Email,Turkish,2024-04-09,2024-05-08,H**** N*******,Yes,Webinar,1
E04969,T**** K*******,Procurement,C0091,Procurement Specialist,Senior,Master,Office,Yes,0.0,9.0,0.0,77.0,Yes,Email,Turkish,2024-04-26,2024-05-19,H**** N*******,Yes,CRM,0
E04970,L**** C*******,Procurement,C0149,Procurement Analyst,Senior,Master,Office,Yes,2.0,11.0,2.0,60.0,No,LinkedIn,Turkish,2024-02-09,2024-03-08,E**** T*******,Yes,CRM,1
E04971,E**** S*******,Procurement,C0316,Strategic Buyer,Mid,Master,Office,No,6.0,2.0,2.0,69.0,No,LinkedIn,English,2024-09-27,2024-10-11,H**** N*******,Yes,LinkedIn,1
E04972,E**** O*******,Production,C0409,Production Planner,Mid,Bachelor,Office,Yes,1.0,6.0,1.0,35.0,No,Email,Turkish,2024-02-28,2024-03-29,D**** S*******,Yes,Email Campaign,1
E04973,Z**** D*******,Management,C0682,Operations Director,Senior,Bachelor,Office,Yes,3.0,7.0,2.0,89.0,Yes,Email,Turkish,2024-07-05,2024-08-01,F**** O*******,Yes,Webinar,1
E04974,S**** A*******,IT,C0361,Software Developer,Mid,Bachelor,Factory,Yes,7.0,4.0,1.0,39.0,No,Phone,English,2024-04-12,2024-04-21,A**** Y*******,Yes,Webinar,1
E04975,A**** S*******,Engineering,C0646,Process Engineer,Mid,Bachelor,Factory,Yes,2.0,6.0,0.0,66.0,No,Phone,English,2024-06-03,2024-06-29,G**** R*******,Yes,CRM,1
E04976,N**** K*******,Engineering,C0012,Electrical Engineer,Senior,Master,Office,Yes,6.0,6.0,0.0,81.0,No,Email,English,2024-01-11,2024-01-19,B**** K*******,Yes,LinkedIn,1
E04977,Z**** Y****k**,Procurement,C0484,Procurement Specialist,Senior,Bachelor,office,Yes,0.0,6.0,0.0,61.0,Yes,Email,English,unknown,2024-06-24,F**** O*******,Yes,CRM,0
E04978,C**** G*******,Management,C0426,Operations Manager,Director,Master,Office,No,5.0,13.0,0.0,44.0,No,Phone,Turkish,2024-01-26,2024-02-12,C**** D*******,Yes,CRM,1
E04979,C**** D*******,Operations,C0194,Operations Analyst,Mid,Bachelor,Office,Yes,5.0,3.0,0.0,30.0,No,Email,Turkish,2024-09-23,2024-10-07,D**** S*******,Yes,Email Campaign,1
E04980,L**** K*******,Production,C0416,Plant Supervisor,Director,High School,Field,Yes,5.0,12.0,1.0,64.0,No,Phone,Turkish,2024-06-20,2024-06-28,D**** S*******,Yes,Webinar,1
E04981,E**** D*******,IT,C0019,Software Developer,Mid,Bachelor,Field,Yes,0.0,2.0,2.0,32.0,No,Email,Turkish,2024-04-18,2024-05-01,B**** K*******,Yes,LinkedIn,0
E04982,O**** D*******,Production,C0452,Plant Supervisor,Junior,Master,Office,Yes,1.0,0.0,1.0,56.0,No,Email,Turkish,2024-01-23,2024-02-04,H**** N*******,Yes,LinkedIn,1
E04983,C**** A*******,ales,C0513,Sales Manager,Senior,Bachelor,Factory,No,8.0,11.0,4.0,97.0,Yes,Email,English,2024-08-11,2024-09-03,E**** T*******,Yes,EMAIL CAMPAIGN,1
E04984,C**** K*******,IT,C0655,Systems Engineer,Junior,Bachelor,Office,No,2.0,1.0,1.0,48.0,No,Email,English,2024-03-10,2024-03-17,C**** D*******,Yes,Fair,1
E04985,O**** C*******,Engineering,C0693,Process Engineer,Director,PhD,Office,No,0.0,15.0,2.0,43.0,No,Phone,Turkish,2024-06-19,2024-07-02,B**** K*******,Yes,CRM,0
E04986,N**** K*******,Procurement,C0583,Procurement Manager,Director,Bachelor,Office,Yes,8.0,15.0,0.0,90.0,Yes,Phone,English,2024-07-05,2024-07-22,B**** K*******,Yes,CRM,1
E04987,S**** K*******,Quality,C0220,Quality Assurance Lead,Senior,Bachelor,Remote,Yes,0.0,7.0,2.0,42.0,No,Email,Turkish,2024-09-07,2024-09-24,E**** T*******,Yes,Fair,0
E04988,N**** Y*******,Marketing,C0427,Brand Manager,Director,Master,Factory,No,19.0,17.0,2.0,41.0,No,Phone,Turkish,2024-03-22,2024-04-09,F**** O*******,Yes,CRM,1
E04989,B**** S*******,Procurement,C0303,Procurement Manager,Junior,Bachelor,Office,No,4.0,0.0,1.0,65.0,No,Email,Turkish,2024-08-31,2024-09-06,E**** T*******,Yes,LinkedIn,1
E04990,C**** S*******,Production,C004,Production Engineer,Junior,MASTER,Field,Yes,0.0,0.0,,61.0,No,Email,Turkish,2024-03-19,2024-04-05,E**** T*******,No,CRM,0
E04991,T**** A*******,Operations,C0582,Logistics Coordinator,Mid,Bachelor,Factory,Yes,3.0,6.0,2.0,49.0,No,Phone,Turkish,2024-08-22,2024-08-28,B**** K*******,No,CRM,1
E04992,S**** K*******,Procurement,C0382,Procurement Manager,Director,Master,Office,No,7.0,8.0,0.0,72.0,No,Email,Turkish,2024-09-01,2024-09-30,D**** S*******,Yes,CRM,1
E04993,E**** A*******,IT,C0083,Systems Engineer,Junior,Bachelor,Office,No,1.0,0.0,1.0,64.0,No,Phone,English,2024-09-23,2024-10-13,F**** O*******,Yes,CRM,1
E04994,C**** A*******,IT,C0355,Infrastructure Engineer,Mid,Master,Office,No,7.0,2.0,0.0,92.0,Yes,LinkedIn,English,2024-07-08,2024-07-27,A**** Y*******,No,CRM,1
E04995,E**** P*******,Quality,C0022,QA Technician,Mid,Bachelor,Office,Yes,0.0,3.0,0.0,32.0,No,Email,Turkish,2024-07-27,2024-08-22,B**** K*******,Yes,Webinar,0
E04996,E**** K*******,Management,C0063,Operations Director,Junior,Bachelor,Office,No,3.0,2.0,0.0,78.0,No,phone,Turkish,2024-03-16,2024-03-21,H**** N*******,Yes,,1
E04997,B**** P*******,Production,C0291,Production Engineer,Junior,Master,Office,No,2.0,2.0,1.0,43.0,No,Phone,English,2024-07-29,2024-08-26,A**** Y*******,Yes,CRM,1
E04998,N**** O*******,Quality,C0619,QA Technician,Mid,Bachelor,Field,Yes,6.0,3.0,0.0,19.0,No,Email,Turkish,2024-02-26,2024-03-02,B**** K*******,Yes,LinkedIn,1
E04999,C**** A*******,Production,C0528,Plant Supervisor,Senior,Master,Office,No,4.0,10.0,1.0,77.0,Yes,Email,English,2024-01-27,2024-02-12,H**** N*******,Yes,CRM,1
E05000,S**** K*******,Sales,C0037,Key Account Executive,Junior,Master,Office,Yes,28.0,0.0,5.0,66.0,Yes,Phone,Turkish,2024-05-18,2024-06-02,C**** D*******,Yes,LinkedIn,1
E05001,E**** K*******,Engineering,C0568,Electrical Engineer,Senior,Bachelor,Office,No,4.0,5.0,1.0,73.0,Yes,Phone,English,2024-08-07,2024-08-14,D**** S*******,Yes,CRM,1
E05002,A**** K*******,Management,C0429,Operations Director,Mid,Bachelor,Office,Yes,5.0,4.0,2.0,65.0,No,Email,Turkish,2024-06-10,2024-06-29,F**** O*******,Yes,Fair,1
E05003,E**** A*******,Production,C0227,Productipn Engineer,Mid,Master,Field,Yes,0.0,6.0,,37.0,Yes,LINKEDIN,Turkish,2024-01-18,2024-02-07,F**** O*******,Yes,Fair,0
E05004,B**** K*******,Engineering,C0222,Quality-by-Design Engineer,Senior,High School,Factory,No,4.0,9.0,0.0,75.0,No,Phone,Turkish,2024-07-31,2024-08-22,F**** O*******,Yes,CRM,1
E05005,S**** Y*******,Procurement,C0321,Procurement Specialist,Junior,Bachelor,Office,No,6.0,1.0,1.0,58.0,No,Email,Turkish,2024-02-27,2024-03-19,D**** S*******,Yes,CRM,1
E05006,E**** K*******,Production,C0394,Production Engineer,Senior,High School,Office,No,3.0,7.0,2.0,55.0,Yes,Phone,English,2024-06-23,2024-07-17,C**** D*******,Yes,LinkedIn,1
E05007,A**** A*******,Engineering,C0180,Mechanical Engineer,Junior,Bachelor,Remote,Yes,6.0,1.0,1.0,74.0,No,Email,Turkish,2024-09-14,2024-09-24,A**** Y*******,Yes,CRM,1
E05008,E**** K*******,Sales,C0412,Account Manager,Mid,High School,Office,No,28.0,6.0,5.0,62.0,Yes,Phone,Turkish,2024-04-12,2024-04-30,D**** S*******,Yes,LinkedIn,1
E05009,E**** S*******,Management,C0282,Operations Director,Senior,Master,Remote,No,5.0,11.0,2.0,51.0,No,email,English,2024-03-25,2024-04-11,G**** R*******,Yes,RM,1
E05010,S**** A*******,IT,C0591,Systems Engineer,Director,Master,Office,Yes,3.0,10.0,0.0,71.0,No,Events,English,2024-07-28,2024-08-18,A**** Y*******,Yes,Fair,1
E05011,B**** G*******,IT,C0507,Systems Engineer,Senior,Master,Office,Yes,4.0,9.0,0.0,35.0,No,Phone,Turkish,2024-01-23,2024-02-10,A**** Y*******,Yes,Email Campaign,1
E05012,C**** D*******,Management,C0483,Country Manager,Mid,Bachelor,Factory,No,3.0,6.0,0.0,75.0,Yes,Pone,,2024-09-02,2024-08-19,b**** k*******,Yes,CRM,1
E05013,C**** D*******,IT,C0635,Systems Engineer,Mid,Bachelor,Office,Yes,7.0,4.0,0.0,73.0,No,Email,Turkish,2024-06-01,2024-06-07,F**** O*******,Yes,CRM,1
E05014,C**** D*******,Quality,C0560,QA Specialist,Senior,Master,Office,No,3.0,6.0,2.0,52.0,No,Phone,Turkish,2024-05-04,2024-05-19,A**** Y*******,Yes,CRM,1
E05015,S**** A*******,Sales,C0108,Account Manager,Director,Master,Office,No,12.0,10.0,5.0,54.0,Yes,Email,Turkish,2024-09-25,2024-10-24,G**** R*******,Yes,CRM,1
E05016,B**** Y*******,Operations,C0557,Ops Coordinator,Mid,Bachelor,Office,No,3.0,3.0,0.0,37.0,No,Phone,Turkish,2024-06-21,2024-07-18,B**** K*******,Yes,CRM,1
E05017,O**** O*******,Engineering,C0580,Mechanical Engineer,Mid,Master,Office,Yes,4.0,3.0,2.0,74.0,Yes,Phone,Turkish,2024-02-02,2024-02-21,B**** K*******,Yes,CRM,1
E05018,Z**** D*******,Marketing,C0462,Digital Marketing Executive,Mid,Bachelor,Factory,No,26.0,4.0,3.0,37.0,No,Phone,Turkish,2024-04-10,2024-04-22,H**** N*******,Yes,CRM,1
E05019,T**** G*******,Engineering,C0699,Mechanical Engineer,Junior,High School,Office,No,5.0,1.0,1.0,45.0,No,Email,Turkish,2024-02-09,2024-03-03,D**** S*******,Yes,CRM,1
E05020,K**** D*******,Production,C0407,Production Engineer,Senior,Master,Office,No,3.0,11.0,1.0,57.0,No,Email,English,2024-07-08,2024-07-25,B**** K*******,Yes,Fair,1
E05021,N**** K*******,Procurement,C0347,Strategic Buyer,Junior,Master,Office,No,3.0,1.0,0.0,82.0,No,Phone,Turkish,2024-03-12,2024-03-23,H**** N*******,Yes,CRM,1
E05022,E**** A*******,Sales,C0543,Sales Executive,Junior,Bachelor,Office,Yes,31.0,0.0,2.0,59.0,No,LinkedIn,Turkish,2024-03-27,2024-04-23,G**** R*******,Yes,CRM,1
E05023,N**** C*******,Marketing,C0042,Marketing Specialist,Mid,Bachelor,Office,No,25.0,4.0,4.0,29.0,No,Events,Turkish,2024-04-09,2024-04-21,G**** R*******,Yes,CRM,1
E05024,B**** K*******,Production,C0397,Production Engineer,Junior,Bachelor,Office,No,0.0,2.0,0.0,56.0,No,LinkedIn,Turkish,2024-06-16,2024-07-11,G**** R*******,Yes,Webinar,0
E05025,K**** S*******,Marketing,C0516,Marketing Specialist,Senior,Bachelor,Remote,No,26.0,7.0,5.0,60.0,No,Phone,Turkish,2024-04-08,2024-04-21,E**** T*******,Yes,Email Campaign,1
E05026,B**** Y*******,Operations,C0126,Ops Coordinator,Junior,Master,Remote,No,6.0,2.0,2.0,58.0,No,Email,Turkish,2024-08-16,2024-09-03,A**** Y*******,Yes,Email Campaign,1
E05027,S**** S*******,Marketing,C0107,Growth Marketer,Senior,High School,Factory,No,31.0,7.0,2.0,71.0,Yes,Phone,Turkish,2024-07-28,2024-08-22,C**** D*******,Yes,Webinar,1
E05028,Z**** A*******,Procurement,C0687,Procurement Manager,Senior,High School,Remote,Yes,8.0,11.0,1.0,91.0,Yes,LinkedIn,Turkish,2024-04-12,2024-04-18,G**** R*******,Yes,CRM,1
E05029,D**** A*******,Sales,C0213,Sales Manager,Director,Bachelor,Office,Yes,21.0,15.0,3.0,54.0,No,Email,Turkish,2024-06-17,2024-06-30,C**** D*******,Yes,CRM,1
E05030,O**** C*******,Procurement,C0121,Strategic Buyer,Mid,Bachelor,Office,Yes,0.0,3.0,2.0,53.0,No,LinkedIn,Turkish,2024-01-22,2024-02-14,F**** O*******,Yes,Webinar,0
E05031,Z**** A*******,Operations,C0409,Data Centre Operator,Mid,Bachelor,Office,Yes,6.0,5.0,1.0,43.0,No,Email,Turkish,2024-04-04,2024-04-12,A**** Y*******,Yes,Email Campaign,1
E05032,Z**** K*******,IT,C0366,Systems Engineer,Director,Bachelor,Remote,Yes,4.0,13.0,2.0,52.0,No,Email,Turkish,2024-05-08,2024-05-20,E**** T*******,Yes,CRM,1
E05033,C**** Y*******,Management,C0518,Operations Director,Junior,Master,Office,No,7.0,0.0,0.0,87.0,Yes,Email,English,2024-03-11,2024-04-03,A**** Y*******,Yes,CRM,1
E05034,O**** S*******,Marketing,C0608,Digital Marketing Executive,Mid,Bachelor,Office,No,21.0,3.0,1.0,66.0,No,Phone,Turkish,2024-03-02,2024-03-26,D**** S*******,Yes,CRM,1
E05035,B**** K*******,Procurement,C0015,Procurement Manager,Mid,Bachelor,Office,No,5.0,2.0,1.0,47.0,No,Phone,English,2024-03-17,2024-04-09,D**** S*******,No,CRM,1
E05036,B**** D*******,Marketing,C0553,Brand Manager,Senior,Bachelor,Office,Yes,11.0,8.0,4.0,48.0,No,LinkedIn,Turkish,2024-02-28,2024-03-26,D**** S*******,Yes,CRM,1
E05037,B**** G*******,Marketing,C0054,Growth Marketer,Senior,High School,Office,No,16.0,7.0,4.0,58.0,No,Email,English,2024-06-14,2024-07-10,A**** Y*******,Yes,Webinar,1
E05038,B**** K*******,Sales,C0141,Account Manager,Director,Bachelor,Office,Yes,13.0,8.0,5.0,50.0,No,Email,Turkish,2024-06-30,2024-07-06,E**** T*******,Yes,Fair,1
E05039,A**** K*******,Operations,C0490,Operations Analyst,Mid,High School,Office,No,3.0,2.0,1.0,61.0,No,Email,Turkish,2024-09-23,2024-10-21,H**** N*******,Yes,LinkedIn,1
E05040,D**** A*******,Production,C0532,Plant Supervisor,Senior,Master,Office,No,0.0,8.0,1.0,35.0,Yes,Events,English,2024-09-27,2024-10-02,E**** T*******,Yes,Fair,0
E05041,B**** P*******,Sales,C0715,Key Account Executive,Senior,PhD,Factory,No,12.0,5.0,3.0,80.0,Yes,Email,Turkish,2024-07-04,2024-07-19,H**** N*******,Yes,CRM,1
E05042,Z**** K*******,Sales,C0252,Account Manager,Mid,Bachelor,Office,Yes,34.0,4.0,2.0,53.0,No,Email,Turkish,2024-03-14,2024-04-06,C**** D*******,No,Webinar,1
E05043,B**** D*******,IT,C0034,Infrastructure Engineer,Senior,Bachelor,Field,Yes,2.0,9.0,0.0,49.0,No,Email,English,2024-05-31,2024-06-28,H**** N*******,Yes,CRM,1
E05044,A**** Y*******,Sales,C0167,Sales Executive,Senior,High School,Office,Yes,10.0,11.0,2.0,72.0,Yes,Email,Turkish,2024-01-25,2024-02-23,A**** Y*******,Yes,Webinar,1
E05045,A**** D*******,Sales,C0391,Territory Sales Rep,Senior,Master,Factory,Yes,29.0,8.0,3.0,92.0,No,Email,Turkish,2024-04-11,2024-04-18,A**** Y*******,Yes,CRM,1
E05046,D**** K*******,Monagement,C0017,Plant Manager,mid,Master,Office,Yes,2.0,,,89.0,Yes,Email,,2024-01-23,2024-02-12,F**** O*******,Yes,CRM,1
E05047,E**** U*******,Marketing,C0571,Marketing Specialist,Junior,Master,Office,Yes,26.0,1.0,3.0,93.0,Yes,LinkedIn,Turkish,2024-09-28,2024-10-12,F**** O*******,Yes,CRM,1
E05048,S**** G*******,Procurement,C0267,Procurement Manager,Junior,Bachelor,Factory,Yes,2.0,1.0,0.0,53.0,No,LinkedIn,Turkish,2024-05-03,2024-06-02,B**** K*******,Yes,CRM,1
E05049,K**** S*******,Quality,C0264,QA Specialist,Mid,Master,Remote,Yes,2.0,4.0,1.0,40.0,No,Email,Turkish,2024-03-19,2024-04-05,D**** S*******,Yes,CRM,1
E05050,L**** A*******,IT,C0237,Infrastructure Engineer,Senior,Master,Office,Yes,3.0,6.0,2.0,72.0,Yes,LinkedIn,Turkish,2024-03-26,2024-04-02,G**** R*******,Yes,CRM,1
E05051,B**** A*******,Management,C0206,Plant Manager,Director,Master,Field,Yes,5.0,11.0,1.0,83.0,No,Email,Turkish,2024-02-03,2024-02-17,E**** T*******,Yes,Fair,1
E05052,M**** C*******,IT,C0328,Network Engineer,Junior,Bachelor,Office,No,0.0,2.0,0.0,29.0,No,Phone,Turkish,2024-03-07,2024-03-29,E**** T*******,Yes,CRM,0
E05053,A**** O*******,Sales,C0223,Sales Manager,Mid,Master,Office,Yes,14.0,3.0,3.0,59.0,Yes,Phone,English,2024-02-02,2024-02-09,E**** T*******,Yes,CRM,1
E05054,M**** A*******,Production,C0705,Plant Supervisor,Junior,High School,Office,No,1.0,1.0,0.0,54.0,No,Phone,Turkish,2024-09-06,2024-09-22,D**** S*******,Yes,Email Campaign,1
E05055,T**** D*******,IT,C0492,Software Developer,Junior,Bachelor,Field,Yes,0.0,1.0,0.0,41.0,No,Events,Turkish,2024-03-26,2024-04-12,F**** O*******,No,LinkedIn,0
E05056,B**** P*******,Sales,C0507,Key Account Executive,Junior,Bachelor,Office,Yes,12.0,2.0,4.0,42.0,No,Phone,Turkish,2024-02-02,2024-03-02,G**** R*******,Yes,CRM,1
E05057,O**** P*******,Marketing,C0583,Growth Marketer,Mid,Bachelor,Office,Yes,16.0,6.0,1.0,64.0,No,Phone,Turkish,2024-07-24,2024-08-04,C**** D*******,Yes,Webinar,1
E05058,M**** C*******,Marketing,C0074,Growh Marketer,Mid,Bachelor,Office,Yes,23.0,2.0,2.0,,no,Email,Turkish,2024-09-13,2024-09-19,e**** t*******,No,LinkedIn,1
E05059,K**** K*******,Procurement,C0327,Procurement Manager,Mid,Master,Factory,Yes,2.0,2.0,0.0,80.0,Yes,Phone,Turkish,2024-05-09,2024-05-20,F**** O*******,Yes,Email Campaign,1
E05060,E**** O*******,Engineerixg,C0541,Electrical Engineer,Junior,Master,Office,Yes,0.0,1.0,0.0,46.0,No,Phone,Turkish,2024-03-19,2024-03-13,C**** D*******,Yes,Crm,0
E05061,N**** C*******,Operations,C0355,Ops Coordinator,Mid,Bachelor,Office,Yes,0.0,6.0,2.0,55.0,No,Events,Turkish,2024-07-21,2024-08-03,C**** D*******,Yes,CRM,0
E05062,O**** A*******,IT,C0481,Infrastructure Engineer,Senior,High School,Office,Yes,8.0,5.0,0.0,71.0,No,Email,English,2024-09-29,2024-10-25,E**** T*******,Yes,CRM,1
E05063,A**** K*******,Sales,C0236,Sales Executive,Mid,Bachelor,Office,No,26.0,2.0,2.0,67.0,Yes,Email,Turkish,2024-03-05,2024-03-23,C**** D*******,Yes,CRM,1
E05064,K**** U*******,Procurement,C0247,Procurement Specialist,Senior,Bachelor,Office,No,2.0,9.0,2.0,98.0,Yes,LinkedIn,Turkish,2024-02-23,2024-02-29,F**** O*******,Yes,CRM,1
E05065,T**** A*******,Quality,C0321,QA Specialist,Senior,Master,Office,Yes,5.0,8.0,2.0,80.0,Yes,Email,Turkish,2024-09-28,2024-10-05,H**** N*******,Yes,CRM,1
E05066,L**** D*******,Quality,C05o6,QA Specialist,Mid,Master,Office,YES,7.0,6.0,2.0,31.0,No,Email,Turkish,2024-04-03,2024-04-08,H**** N*******,Yes,CRM,1
